Nb matchs,Temps moyen de jeu en minutes,Points moyens marques,Nb tirs reussis,Nb tirs essais,Nb 3 points reussis,Nb 3 points essais,Nb lances francs reussis,Nb lances francs essais,Nb rebonds offensifs,Nb rebonds defensifs,Nb passes decisives,Nb interceptions,Nb contres ,Nb pertes balle,Carriere superieure 5ans
76.0,27.4,15.2,6.4,13.4,0.0,0.4,2.7,3.7,1.3,2.3,3.8,1.0,0.0,2.8,1.0
70.0,20.5,8.7,3.6,8.2,0.1,0.5,1.6,2.2,1.0,1.0,2.6,0.5,0.2,1.4,0.0
52.0,10.1,4.3,1.8,4.0,0.0,0.2,0.7,1.2,0.8,1.9,0.5,0.6,0.3,0.7,1.0
57.0,8.4,2.9,1.1,3.1,0.1,0.0,0.7,1.0,0.8,1.2,0.4,0.2,0.6,0.5,1.0
82.0,24.3,5.0,2.1,5.8,0.1,0.3,0.8,1.3,0.6,2.4,3.5,1.1,0.3,1.7,0.0
60.0,8.9,2.8,0.8,2.1,0.0,0.2,0.9,1.1,0.3,1.0,1.7,0.6,0.0,0.7,1.0
43.0,6.7,1.6,0.9,1.9,0.0,0.3,0.1,0.4,0.2,0.4,1.6,0.5,0.0,0.5,1.0
46.0,9.9,2.7,1.1,2.2,0.1,0.1,0.7,0.8,1.3,1.6,0.0,0.4,0.8,0.6,0.0
76.0,16.3,6.0,1.8,4.9,0.4,1.0,1.7,2.3,0.0,1.1,2.3,0.5,0.2,1.3,1.0
78.0,20.1,8.6,2.9,5.6,0.0,0.0,2.4,3.6,1.7,3.4,1.7,0.6,0.7,1.9,0.0
37.0,13.7,8.1,2.9,7.1,0.6,1.5,1.2,1.9,0.7,1.3,1.0,0.4,0.0,1.0,1.0
80.0,30.1,12.0,4.4,11.1,1.2,3.6,2.0,2.9,0.9,2.3,5.6,1.3,0.2,2.3,1.0
53.0,14.4,6.8,2.6,6.7,0.4,1.2,1.1,1.6,0.4,1.0,1.1,0.5,0.4,1.1,1.0
51.0,22.5,8.8,3.5,8.9,0.1,0.2,1.7,2.8,1.7,1.9,1.1,0.8,0.2,1.0,0.0
77.0,25.1,7.3,3.1,6.6,0.0,0.0,0.9,2.0,2.7,3.4,0.6,0.8,0.7,1.0,1.0
77.0,17.8,8.5,2.9,6.0,0.0,0.2,2.6,3.5,1.7,2.2,0.8,0.4,0.4,1.8,1.0
33.0,5.5,1.3,0.5,1.3,0.0,0.1,0.1,0.7,0.7,0.6,0.3,0.1,0.0,0.1,0.0
74.0,15.5,5.5,1.9,5.1,0.0,0.0,1.5,2.1,1.2,2.3,0.3,0.3,0.7,1.0,0.0
79.0,25.5,9.6,3.6,8.6,0.3,1.4,1.7,2.2,1.6,3.3,1.5,0.7,0.6,1.0,1.0
49.0,9.2,2.0,0.7,2.0,0.2,0.7,0.8,0.7,0.1,0.6,1.8,0.5,0.1,0.5,0.0
14.0,3.1,1.1,0.3,1.6,0.1,0.8,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.2,0.0
74.0,17.0,4.2,1.7,4.1,0.0,0.1,0.7,0.9,0.4,1.6,2.9,1.0,0.3,1.2,0.0
43.0,17.9,6.2,2.5,4.4,0.1,0.2,1.3,2.0,1.0,2.1,0.3,0.3,1.2,1.1,0.0
60.0,10.3,3.1,1.1,2.4,0.0,0.0,0.8,1.1,1.0,1.3,0.2,0.2,0.7,0.4,1.0
73.0,10.9,3.8,1.6,3.6,0.0,0.4,0.8,1.0,0.2,0.9,1.1,0.4,0.0,0.6,0.0
46.0,15.3,4.6,1.9,4.4,0.0,0.0,1.0,1.6,1.4,2.5,0.9,0.4,0.5,1.4,0.0
81.0,24.3,12.1,5.0,11.4,0.2,0.9,1.9,1.9,0.7,1.1,1.8,0.4,0.2,1.4,1.0
77.0,36.0,18.0,6.6,14.5,1.6,3.9,3.5,4.6,2.1,3.3,6.5,1.4,0.3,4.0,1.0
81.0,24.6,11.3,4.8,10.2,0.2,0.3,1.8,2.2,1.2,1.7,3.7,1.6,0.5,2.2,1.0
43.0,12.3,2.7,1.2,3.0,0.0,0.0,0.3,0.6,0.9,1.5,0.3,0.2,0.6,0.4,0.0
33.0,7.8,3.8,1.6,3.1,0.0,0.4,0.8,1.0,0.5,0.6,0.4,0.4,0.0,0.4,1.0
62.0,19.3,8.0,3.2,5.9,0.0,0.2,1.7,1.9,1.3,2.6,1.4,0.5,1.4,1.7,1.0
81.0,21.0,7.4,2.7,6.7,0.8,2.4,1.3,1.9,0.8,3.2,1.2,0.3,0.5,0.8,0.0
49.0,9.1,1.9,0.5,1.9,0.2,0.5,0.5,0.8,0.4,0.6,1.7,0.6,0.2,0.6,1.0
16.0,4.4,1.2,0.5,1.0,0.2,0.2,0.1,0.4,0.1,0.3,0.1,0.2,0.0,0.3,1.0
49.0,29.6,9.9,3.4,8.3,1.2,3.0,1.9,2.3,0.5,1.9,2.3,0.8,0.3,1.5,1.0
55.0,12.5,4.8,1.7,3.6,0.0,0.1,1.3,1.9,1.3,1.8,0.3,0.2,0.5,0.8,0.0
44.0,9.4,2.8,1.1,3.4,0.3,0.8,0.3,0.5,0.3,0.7,1.3,0.2,0.0,1.1,0.0
55.0,9.5,4.4,2.0,4.4,0.2,0.6,0.5,0.8,0.8,0.5,0.6,0.3,0.0,0.5,0.0
59.0,28.8,9.5,3.6,9.0,0.7,2.7,1.6,1.7,0.6,2.4,2.9,1.8,0.0,1.7,1.0
55.0,14.0,2.9,1.2,2.0,0.0,0.1,0.3,0.7,0.8,2.4,0.4,0.7,1.7,0.5,0.0
82.0,25.8,12.4,5.1,10.8,0.1,0.2,2.7,3.5,1.8,2.4,2.5,1.3,0.1,1.5,1.0
48.0,27.4,16.0,6.3,11.9,0.0,0.0,3.3,4.6,2.2,2.7,1.2,1.8,1.0,1.9,0.0
53.0,12.5,1.5,0.6,1.6,0.0,0.0,0.3,0.7,0.9,2.1,0.3,0.1,0.8,1.0,0.0
47.0,24.5,10.8,3.9,8.2,0.9,2.4,2.5,3.4,0.7,1.8,3.5,1.4,0.1,2.2,1.0
68.0,13.4,5.1,1.7,4.8,0.4,1.4,1.1,1.4,0.8,1.0,0.6,0.3,0.3,0.8,0.0
60.0,22.8,10.3,4.3,8.8,0.1,0.2,1.4,2.0,0.9,4.4,0.7,0.3,1.4,1.1,0.0
77.0,24.6,10.1,3.8,8.7,0.5,2.2,1.9,2.4,0.3,2.6,3.6,0.6,0.2,2.4,0.0
39.0,9.6,3.5,1.3,3.3,0.2,0.1,0.7,1.3,1.4,1.0,0.5,0.6,0.1,0.8,0.0
65.0,9.9,2.4,1.0,2.3,0.2,0.5,0.5,0.4,0.1,0.8,2.3,0.5,0.0,1.2,0.0
81.0,15.7,4.8,1.7,4.4,0.4,0.9,0.7,1.0,0.5,1.3,3.3,0.5,0.1,1.2,1.0
45.0,18.4,6.4,2.5,5.9,0.1,0.5,1.0,1.5,0.7,2.3,1.9,0.7,0.3,0.9,1.0
43.0,17.0,4.0,1.6,3.9,0.3,0.2,0.9,1.2,0.2,1.2,2.9,0.6,0.1,1.6,0.0
43.0,8.7,3.4,1.3,2.3,0.0,0.1,0.8,1.6,0.5,0.3,1.5,0.6,0.2,0.9,0.0
71.0,13.9,5.6,2.1,3.9,0.1,0.0,1.3,1.8,1.9,3.3,0.6,0.4,0.8,1.3,1.0
41.0,9.7,4.2,1.1,3.0,0.1,0.6,1.4,2.0,0.5,0.9,0.6,0.4,0.5,0.6,0.0
49.0,11.2,4.8,2.3,4.3,0.1,0.3,0.3,0.4,0.3,0.7,1.5,0.5,0.1,1.0,0.0
61.0,10.2,4.2,1.8,3.2,0.0,0.0,1.1,1.6,1.0,1.5,0.8,0.3,0.2,0.8,1.0
49.0,7.1,3.2,1.1,2.9,0.3,1.0,0.6,0.9,0.6,0.9,0.2,0.0,0.0,0.3,1.0
81.0,25.5,9.9,4.3,7.6,0.0,0.0,1.7,2.3,2.6,5.0,1.3,0.7,0.6,1.3,1.0
71.0,24.9,9.8,4.1,8.1,0.1,0.3,1.4,2.3,3.2,2.6,1.5,1.4,0.2,1.1,1.0
73.0,16.9,6.2,2.6,6.2,1.0,2.8,0.2,0.7,0.5,1.6,0.7,0.6,0.2,0.7,1.0
75.0,24.0,7.3,2.7,5.8,0.0,0.0,2.0,2.2,2.5,3.9,0.6,0.4,0.3,0.9,1.0
51.0,6.6,1.9,0.9,1.5,0.0,0.1,0.2,0.7,0.7,1.6,0.1,0.4,0.3,0.5,1.0
53.0,10.5,4.2,1.5,4.2,0.0,0.3,1.0,1.2,0.5,0.6,1.6,0.7,0.2,1.0,1.0
73.0,25.5,14.4,5.6,12.1,1.7,4.3,2.0,2.5,1.1,1.9,1.6,0.8,0.2,1.0,1.0
42.0,18.6,8.6,3.1,7.8,0.8,2.1,1.5,1.8,0.6,1.4,1.2,0.9,0.1,1.1,1.0
59.0,9.9,3.5,1.3,3.0,0.0,0.0,0.8,1.3,1.0,1.6,0.5,0.3,0.1,0.9,1.0
49.0,18.8,8.7,3.2,6.4,0.0,0.1,2.2,3.0,1.8,1.3,0.7,1.6,0.0,0.9,0.0
82.0,18.9,6.3,2.5,4.8,0.0,0.0,1.1,1.8,1.9,2.6,0.6,0.5,0.4,1.2,1.0
67.0,22.9,7.4,2.6,6.8,0.1,0.4,1.7,2.0,0.6,1.8,2.8,1.3,0.2,1.4,1.0
37.0,15.7,4.4,1.5,4.3,0.4,1.3,0.7,1.0,0.2,1.1,2.9,0.7,0.3,0.8,0.0
45.0,8.6,2.6,1.2,2.2,0.0,0.0,0.6,0.7,0.5,0.8,0.2,0.4,0.1,0.6,1.0
15.0,11.0,3.6,1.2,3.1,0.0,0.0,1.2,1.6,0.8,2.2,0.1,0.3,0.4,0.8,0.0
82.0,39.5,13.6,5.2,12.3,0.5,1.6,2.5,3.2,1.5,3.6,10.4,2.6,0.2,3.2,1.0
78.0,34.3,16.0,5.3,11.8,1.6,4.4,3.7,4.6,0.7,1.9,2.7,1.1,0.5,2.1,1.0
42.0,8.6,2.8,1.1,3.0,0.4,1.2,0.4,0.4,0.3,0.6,0.4,0.4,0.2,0.5,0.0
56.0,19.2,8.6,3.4,7.0,1.0,3.1,1.0,1.4,0.6,1.4,2.0,0.9,0.0,0.7,1.0
76.0,29.3,9.9,4.1,7.3,0.1,0.0,2.1,3.0,2.8,5.9,2.6,0.8,2.6,2.4,1.0
57.0,13.4,5.1,1.9,5.3,0.1,0.7,0.9,1.1,0.5,1.0,1.2,0.5,0.0,1.0,1.0
42.0,24.5,11.6,4.4,11.9,0.8,3.0,1.7,1.9,0.6,1.7,2.8,1.0,0.1,2.0,0.0
45.0,10.2,3.5,1.5,4.0,0.1,0.1,0.3,0.8,0.4,0.3,1.6,0.8,0.2,0.8,0.0
67.0,16.9,5.2,2.0,3.2,0.0,0.0,1.2,1.7,1.5,2.8,0.7,0.4,0.2,0.8,1.0
73.0,26.0,8.7,3.4,9.2,1.1,3.9,0.9,1.3,1.5,4.0,0.8,0.1,1.7,0.7,1.0
62.0,37.4,19.7,7.2,16.8,1.0,3.6,4.3,5.0,2.2,4.4,1.6,0.9,0.5,2.6,1.0
43.0,12.1,5.4,2.3,3.9,0.1,0.2,1.1,1.6,1.6,2.4,0.3,0.4,0.3,0.9,0.0
79.0,34.4,22.0,8.3,17.3,0.5,1.0,5.2,6.5,2.0,3.7,4.1,1.0,0.3,3.5,1.0
79.0,14.6,5.1,1.8,4.7,0.2,0.9,1.4,1.9,0.3,1.4,3.0,1.0,0.1,1.5,1.0
56.0,10.5,3.2,1.4,3.5,0.0,0.0,0.7,0.9,0.3,0.6,1.9,0.5,0.1,0.7,0.0
52.0,7.4,2.6,0.9,2.8,0.0,0.2,0.5,0.5,0.4,1.0,0.3,0.2,0.0,0.7,1.0
50.0,11.0,4.7,2.0,5.0,0.6,1.0,0.4,0.6,0.2,0.8,0.9,0.5,0.0,0.9,1.0
82.0,16.5,5.2,2.1,4.4,0.7,2.1,0.8,0.8,0.2,1.1,3.7,0.8,0.1,0.9,1.0
53.0,16.2,5.0,1.6,4.3,1.1,2.7,0.4,0.7,0.2,1.0,1.3,0.4,0.0,0.7,0.0
82.0,32.7,15.5,5.5,14.8,1.9,4.6,2.6,3.3,0.6,2.9,5.6,1.2,0.1,2.4,1.0
60.0,11.0,3.2,1.4,2.5,0.0,0.1,0.7,0.9,0.4,0.9,1.1,0.6,0.2,0.8,0.0
79.0,25.9,11.4,4.7,10.0,0.0,0.0,2.3,3.8,2.6,3.5,0.6,0.6,1.2,1.9,0.0
48.0,14.6,3.0,1.1,3.1,0.6,1.3,0.1,0.2,0.3,0.9,3.0,0.7,0.0,1.3,0.0
26.0,4.7,1.5,0.6,1.4,0.2,0.0,0.6,0.9,0.7,0.8,0.0,0.3,0.1,0.6,1.0
76.0,17.9,8.2,3.1,7.1,0.8,2.0,1.4,2.2,1.5,2.0,0.8,0.5,0.0,0.8,1.0
71.0,27.4,13.6,5.0,11.7,0.8,3.0,3.1,4.3,2.0,2.1,1.7,1.0,0.8,1.8,1.0
22.0,7.2,2.1,1.0,2.7,0.0,0.5,0.3,0.5,0.3,0.6,1.3,0.3,0.0,0.8,0.0
50.0,35.7,19.8,7.7,16.3,0.1,0.3,4.4,6.1,2.6,6.6,1.9,1.0,2.2,3.4,0.0
82.0,18.3,5.5,1.9,4.7,0.5,1.2,0.5,0.7,0.3,1.2,3.3,0.7,0.1,1.1,1.0
67.0,9.4,5.1,2.1,4.9,0.3,1.0,0.3,0.5,0.3,0.7,1.0,0.3,0.0,0.7,1.0
62.0,14.3,5.6,1.9,4.6,0.0,0.0,1.4,2.6,1.6,2.2,0.9,0.6,0.7,1.1,1.0
79.0,37.7,17.9,6.7,16.4,0.0,0.3,4.0,5.4,2.3,6.6,4.0,1.4,1.0,2.8,1.0
67.0,16.8,5.1,2.0,3.6,0.0,0.1,1.2,1.9,1.7,2.7,0.6,0.5,0.3,0.7,0.0
64.0,16.0,6.9,2.7,6.1,0.2,0.8,0.8,1.6,0.3,1.1,2.3,0.7,0.0,1.6,0.0
80.0,27.7,11.3,3.6,9.2,1.5,4.1,2.8,3.4,0.8,1.7,3.8,1.3,0.3,2.2,1.0
82.0,38.1,18.6,6.7,15.7,1.8,4.7,3.2,3.5,0.7,3.0,3.0,1.0,0.3,2.7,1.0
35.0,5.1,3.2,1.5,2.4,0.1,0.2,0.5,0.5,0.5,0.9,0.3,0.1,0.2,1.0,0.0
82.0,19.4,9.2,3.5,6.7,0.0,0.1,2.5,3.0,0.4,1.1,2.5,0.7,0.1,1.9,0.0
40.0,10.4,4.3,1.6,4.4,0.8,1.9,0.3,0.3,0.1,0.7,0.6,0.1,0.0,0.5,0.0
79.0,26.1,11.7,4.4,10.6,0.2,1.6,2.1,3.2,0.6,1.9,3.7,1.2,0.1,2.0,1.0
61.0,23.3,6.2,2.4,6.5,0.5,1.5,1.0,1.8,0.4,1.4,2.1,0.5,0.0,1.2,1.0
41.0,15.2,3.7,1.4,3.8,0.0,0.4,0.9,1.5,1.9,3.2,0.5,0.3,0.4,0.9,1.0
73.0,16.1,5.6,2.4,5.0,0.1,0.1,0.7,1.0,1.7,3.1,0.5,0.4,0.3,0.6,1.0
81.0,20.8,10.2,4.1,9.3,0.2,0.6,1.9,2.4,0.7,1.2,3.7,0.9,0.0,1.6,1.0
39.0,6.8,2.2,1.0,2.3,0.0,0.1,0.4,0.7,0.3,0.5,0.4,0.4,0.2,0.3,1.0
59.0,12.6,4.1,1.5,2.9,0.1,0.1,1.0,1.4,0.6,1.3,0.4,0.6,0.3,0.4,0.0
81.0,25.3,9.2,3.3,7.7,0.6,1.7,1.7,2.3,0.7,3.4,1.2,0.6,0.3,1.2,1.0
81.0,24.9,8.6,3.6,7.3,0.0,0.1,1.0,1.4,1.5,4.5,1.6,0.7,1.7,1.3,1.0
82.0,29.1,9.4,3.2,7.5,1.7,4.6,1.0,1.2,0.2,1.8,3.5,1.1,0.1,1.5,1.0
48.0,8.0,3.3,1.3,2.5,0.3,0.6,0.5,0.6,0.3,0.8,1.5,0.3,0.1,0.5,1.0
75.0,12.9,3.9,1.3,3.1,0.2,0.3,0.8,1.1,0.5,1.3,0.6,0.4,0.0,0.6,1.0
39.0,8.5,3.1,1.4,2.1,0.0,0.0,0.5,1.2,1.1,2.2,0.6,0.5,0.5,0.5,0.0
48.0,11.5,4.6,1.6,3.0,0.0,0.0,1.4,2.0,1.1,1.3,0.3,0.4,0.4,1.0,1.0
76.0,35.4,12.2,4.0,10.7,1.9,4.9,2.0,2.1,0.7,2.9,6.9,1.3,0.1,2.7,1.0
34.0,21.1,6.2,2.7,6.2,1.1,2.2,0.1,0.2,0.5,3.3,1.2,0.6,0.4,1.1,0.0
79.0,17.2,8.0,3.1,6.7,0.9,2.3,0.9,1.2,0.2,1.5,0.7,0.7,0.3,1.0,0.0
79.0,19.4,6.7,2.6,5.9,0.0,0.0,1.4,2.2,1.1,2.4,2.6,1.4,0.5,2.0,1.0
64.0,17.2,7.9,3.3,6.8,0.2,0.0,1.0,1.6,1.1,2.3,1.1,0.4,0.3,0.9,1.0
47.0,13.2,5.2,2.2,4.4,0.2,0.0,1.1,1.4,1.6,2.2,0.4,0.4,0.7,0.6,1.0
64.0,15.2,3.6,1.2,3.3,0.1,0.5,0.4,0.6,0.7,0.7,2.0,1.0,0.0,0.7,1.0
79.0,32.5,14.8,5.7,12.2,0.9,2.1,3.1,3.7,0.5,2.3,3.1,1.3,0.7,2.1,1.0
79.0,33.6,14.6,5.9,12.7,0.4,1.2,2.6,3.7,0.6,3.1,8.7,2.1,0.1,3.2,0.0
81.0,37.8,23.5,9.0,16.2,0.0,0.0,5.4,9.1,4.2,9.8,1.9,0.9,3.5,3.8,1.0
80.0,17.2,5.7,2.3,5.1,0.0,0.3,1.6,2.2,1.3,1.8,1.1,0.9,0.3,0.9,1.0
53.0,14.6,4.1,1.8,2.7,0.2,0.0,0.6,1.9,1.3,3.0,0.2,0.1,1.2,0.6,1.0
61.0,20.8,7.7,2.9,6.4,0.7,2.3,1.5,1.7,0.4,3.0,1.2,1.0,0.2,1.1,1.0
81.0,22.0,11.4,4.5,9.2,0.0,0.2,2.3,3.2,1.3,2.7,1.5,0.9,0.4,1.8,1.0
56.0,18.4,8.5,3.5,7.3,0.3,0.5,1.1,1.3,1.2,1.5,2.2,0.9,0.3,0.8,1.0
48.0,34.0,16.7,6.0,13.4,1.7,4.4,3.0,4.1,2.5,4.0,2.4,1.7,0.9,2.2,1.0
82.0,26.4,5.9,2.1,6.3,1.0,3.1,0.7,0.9,0.2,2.3,4.7,1.2,0.0,1.6,1.0
56.0,11.2,5.4,2.3,4.6,0.0,0.0,1.0,1.3,0.6,0.9,0.4,0.4,0.1,1.3,1.0
80.0,28.3,10.5,3.9,9.5,0.2,0.9,2.2,2.9,1.4,3.6,1.4,0.6,0.5,1.8,1.0
62.0,9.8,4.0,1.3,2.8,0.0,0.1,1.3,1.6,0.3,0.9,1.2,0.5,0.1,1.0,1.0
35.0,7.7,2.2,0.9,1.6,0.1,0.2,0.5,0.9,0.6,1.1,0.1,0.2,0.0,0.3,0.0
75.0,33.6,11.6,4.5,9.5,0.0,0.1,2.8,3.7,2.4,4.7,1.0,0.8,1.5,1.4,1.0
43.0,8.4,2.5,0.6,2.4,0.0,0.4,0.9,1.0,0.1,1.1,0.4,0.2,0.2,0.2,1.0
59.0,18.0,6.2,2.7,4.6,0.0,0.0,0.7,1.5,1.4,3.8,0.5,0.7,1.4,1.1,0.0
45.0,13.3,3.1,1.0,2.6,0.6,1.4,0.7,0.9,0.4,1.0,2.5,0.3,0.1,0.9,0.0
82.0,36.6,24.3,8.3,15.9,0.0,0.1,7.6,10.2,3.7,8.4,1.9,1.7,3.9,3.2,1.0
35.0,12.4,3.3,1.3,2.8,0.0,0.0,1.4,2.2,0.3,0.9,1.9,0.3,0.0,1.5,1.0
25.0,14.1,3.6,1.3,3.7,0.8,2.3,0.4,0.4,0.2,1.3,0.7,0.7,0.1,0.5,0.0
75.0,26.1,9.6,3.5,9.1,0.8,2.7,1.5,2.0,0.3,2.2,4.5,1.1,0.3,2.2,0.0
79.0,33.7,14.8,5.8,12.6,0.3,1.1,2.6,3.5,0.6,3.1,8.8,2.2,0.4,3.3,1.0
53.0,7.0,2.5,1.0,2.1,0.0,0.1,0.4,0.8,0.7,0.6,0.2,0.2,0.0,0.6,0.0
75.0,15.4,7.6,3.0,6.4,0.6,1.3,1.3,1.8,0.3,1.1,0.8,0.4,0.1,1.3,1.0
42.0,8.4,2.8,1.0,2.3,0.1,0.0,0.8,1.3,1.0,1.1,0.3,0.1,0.0,0.9,0.0
81.0,19.7,7.8,2.9,6.2,0.0,0.1,2.1,3.1,1.5,2.2,1.4,0.7,0.4,1.8,0.0
81.0,20.1,9.6,3.8,9.2,1.2,2.8,1.1,1.5,0.5,1.3,2.6,0.6,0.1,1.5,1.0
35.0,7.8,2.5,0.9,2.3,0.1,0.4,0.6,0.9,0.6,0.3,1.3,0.1,0.0,0.7,0.0
36.0,8.8,4.2,1.7,3.2,0.1,0.1,1.1,1.8,0.7,0.7,0.6,0.6,0.2,0.7,0.0
38.0,11.1,3.9,1.4,4.1,0.1,0.6,1.1,1.6,0.2,0.6,0.9,0.0,0.3,1.1,0.0
40.0,15.5,6.1,2.6,5.5,0.0,0.4,0.3,0.5,1.2,1.1,0.5,0.5,0.2,0.7,0.0
74.0,35.0,18.6,6.8,15.0,0.0,0.5,4.4,6.0,3.5,6.6,2.1,1.2,1.4,3.0,1.0
54.0,6.0,2.5,0.9,2.4,0.0,0.8,0.3,0.4,0.1,0.5,0.6,0.1,0.0,0.5,0.0
82.0,26.6,8.7,3.1,8.2,1.0,3.6,1.4,1.6,0.5,2.3,1.2,0.7,0.3,1.1,0.0
82.0,22.4,6.3,2.4,5.3,0.0,0.0,1.2,1.8,1.6,4.1,1.0,0.3,0.9,1.9,1.0
82.0,21.8,9.4,3.9,8.6,0.0,0.1,1.4,2.3,2.2,4.2,0.5,0.4,0.7,1.2,1.0
66.0,27.2,12.0,4.3,11.6,1.2,3.4,2.5,3.3,0.4,3.1,4.4,0.8,0.2,1.6,1.0
82.0,25.6,10.9,4.2,9.2,0.2,0.6,2.9,3.6,0.8,2.3,5.9,0.9,0.2,2.0,1.0
47.0,29.5,13.5,4.7,12.9,1.3,3.5,2.7,3.3,0.6,1.3,2.8,0.7,0.2,1.9,0.0
76.0,24.5,10.2,4.0,9.7,1.1,3.7,1.5,2.3,0.5,1.4,1.9,0.6,0.1,1.4,1.0
61.0,35.6,13.7,5.5,11.4,0.1,0.6,2.6,3.3,0.8,1.7,7.1,1.6,0.0,3.0,1.0
82.0,28.1,10.9,4.3,8.9,0.2,0.4,2.6,3.1,2.4,5.1,1.8,0.6,0.8,1.2,1.0
53.0,12.4,4.3,1.3,3.4,0.1,0.5,1.6,1.8,0.4,0.8,1.6,0.3,0.1,1.0,1.0
60.0,16.5,4.6,1.5,4.0,0.8,2.0,0.5,0.6,0.5,1.0,1.2,0.3,0.0,0.7,1.0
