Nb matchs,Temps moyen de jeu en minutes,Points moyens marques,Nb tirs reussis,Nb tirs essais,Nb 3 points reussis,Nb 3 points essais,Nb lances francs reussis,Nb lances francs essais,Nb rebonds offensifs,Nb rebonds defensifs,Nb passes decisives,Nb interceptions,Nb contres ,Nb pertes balle,Carriere superieure 5ans
66.0,19.8,7.2,2.3,6.4,1.2,2.9,1.5,2.0,1.6,2.9,0.7,0.7,0.3,0.9,1.0
51.0,19.7,5.0,1.7,4.6,0.7,2.3,0.9,1.1,0.3,1.8,2.3,0.7,0.0,1.5,0.0
34.0,10.0,4.7,1.7,4.8,0.1,0.2,1.1,1.3,0.4,1.2,0.5,0.2,0.0,0.8,0.0
82.0,19.7,7.3,2.9,7.3,0.1,0.2,1.2,1.5,0.4,1.4,3.9,0.9,0.2,1.7,1.0
81.0,32.4,21.4,9.0,17.9,0.0,0.0,3.7,5.1,2.2,4.6,2.2,1.3,0.2,2.3,1.0
81.0,25.2,8.3,2.8,6.5,0.9,2.9,1.3,1.9,1.1,2.9,1.8,1.3,0.3,1.2,1.0
67.0,22.7,10.0,3.8,7.8,1.4,2.6,1.3,1.4,1.0,1.7,1.2,0.5,0.3,0.8,1.0
81.0,23.9,9.0,3.2,6.6,0.0,0.0,3.2,4.1,0.7,1.9,3.9,1.4,0.6,2.2,1.0
64.0,24.2,8.0,3.1,6.3,0.7,1.9,1.0,1.6,1.7,3.5,1.1,1.3,0.5,0.7,1.0
80.0,21.7,8.6,3.4,7.5,0.0,0.1,1.5,2.2,1.8,2.7,1.4,0.4,0.9,1.0,1.0
82.0,32.0,10.0,3.5,8.1,1.5,3.7,1.9,2.2,0.4,2.2,5.0,2.0,0.2,2.1,1.0
82.0,30.9,9.6,3.5,7.4,1.2,2.7,1.2,1.8,1.3,5.0,1.9,1.0,0.1,1.2,1.0
79.0,15.9,7.8,3.1,6.5,0.0,0.0,1.5,1.8,1.6,2.3,0.3,0.2,0.4,0.6,1.0
59.0,10.1,3.3,1.4,3.1,0.1,0.2,0.6,0.5,0.6,0.7,1.2,0.4,0.2,1.4,0.0
82.0,16.5,4.9,2.1,4.7,0.1,0.3,0.9,1.3,0.7,1.3,2.8,0.8,0.2,1.4,1.0
34.0,17.1,6.8,2.9,6.3,0.7,2.1,1.2,1.6,1.1,2.0,0.5,0.4,0.5,1.3,0.0
52.0,10.3,3.7,1.4,3.3,0.2,0.7,0.7,1.1,0.3,1.3,0.4,0.4,0.2,0.8,0.0
81.0,14.7,6.9,2.6,5.6,1.0,2.5,1.2,1.5,0.8,1.0,0.9,0.6,0.4,0.8,1.0
27.0,6.5,1.5,0.5,1.3,0.0,0.1,0.1,0.1,0.6,1.3,0.4,0.2,0.6,0.2,1.0
80.0,31.1,14.0,5.5,11.4,0.0,0.1,3.2,4.3,1.8,2.2,3.1,1.2,0.2,2.5,1.0
70.0,23.4,6.0,2.7,6.0,0.1,0.0,0.8,0.8,1.2,2.6,2.0,0.9,0.0,1.2,0.0
77.0,11.0,3.5,1.5,3.4,0.2,0.6,0.5,0.7,0.4,0.6,2.4,0.2,0.0,1.3,0.0
35.0,24.6,10.4,4.3,12.2,0.6,1.6,1.5,2.0,1.4,1.7,1.9,0.9,0.6,1.9,1.0
70.0,36.1,23.8,9.9,18.6,0.1,0.0,4.1,5.9,4.3,6.4,2.6,1.8,0.8,2.9,1.0
80.0,37.0,21.8,8.0,17.4,1.1,3.5,5.0,6.4,2.3,4.3,2.4,1.3,0.3,3.8,1.0
78.0,13.6,4.6,2.0,4.0,0.0,0.2,0.2,0.6,0.2,0.8,1.0,0.2,0.0,0.3,1.0
67.0,16.7,5.0,2.0,4.2,0.0,0.3,1.0,1.4,0.8,1.8,0.9,1.0,0.4,1.0,1.0
76.0,21.0,6.8,2.4,6.3,0.1,0.2,1.4,1.7,0.2,1.5,3.6,1.2,0.0,2.3,1.0
50.0,6.1,1.7,0.5,1.9,0.0,0.0,0.6,1.0,0.1,0.7,0.3,0.5,0.2,0.4,0.0
58.0,19.3,5.3,1.9,4.8,0.0,0.1,1.4,2.1,2.4,3.3,0.6,0.7,1.2,0.9,0.0
71.0,14.9,6.7,2.7,5.3,0.1,0.0,1.2,2.2,1.7,2.5,0.4,0.4,0.8,0.9,1.0
35.0,12.5,4.4,1.9,3.9,0.0,0.2,0.6,0.6,0.9,1.9,0.5,0.3,0.6,0.6,1.0
62.0,14.0,5.2,1.8,5.4,0.9,2.6,0.8,1.2,0.2,0.8,1.6,0.5,0.2,1.0,0.0
65.0,9.7,5.1,1.9,3.5,0.1,0.1,1.0,1.7,0.8,0.9,0.7,0.3,0.0,0.7,1.0
75.0,18.6,6.7,2.8,5.9,0.0,0.0,1.0,2.5,1.4,3.0,0.4,0.5,0.7,2.0,1.0
34.0,13.4,5.0,1.7,4.5,0.4,1.1,0.6,1.1,0.7,1.1,0.6,0.4,0.4,0.6,0.0
65.0,21.2,6.3,1.9,5.4,0.7,2.4,1.9,3.1,0.7,2.2,1.2,0.5,1.2,1.2,0.0
45.0,12.7,4.0,1.8,3.8,0.0,0.0,0.4,0.4,1.0,2.4,0.5,0.3,0.2,0.6,1.0
80.0,30.4,9.4,3.7,9.6,0.4,2.2,1.3,2.4,1.1,2.9,8.0,2.0,0.6,3.4,1.0
74.0,27.7,9.7,3.6,8.0,0.1,0.3,2.2,3.3,2.1,4.3,1.6,0.7,2.0,1.8,1.0
65.0,24.6,12.0,5.0,10.7,0.1,0.4,1.8,2.6,1.4,1.5,1.8,1.0,0.2,1.8,1.0
64.0,20.3,6.1,2.5,4.3,0.0,0.2,1.4,2.4,2.4,3.9,0.5,0.5,1.1,0.8,1.0
51.0,17.5,5.6,2.6,5.7,0.1,0.5,0.7,0.9,0.3,1.2,3.4,0.5,0.1,1.2,0.0
72.0,31.1,11.9,4.3,10.6,0.7,2.7,2.6,3.9,0.9,3.4,2.8,1.6,0.5,2.2,1.0
64.0,10.8,3.8,1.8,3.6,0.2,0.2,0.6,0.9,0.4,0.6,2.0,0.5,0.2,1.1,1.0
42.0,9.8,1.9,1.1,1.8,0.2,0.0,0.1,0.3,1.1,2.0,0.8,0.3,0.3,0.3,0.0
54.0,20.5,6.5,2.2,4.6,0.0,0.0,1.8,2.6,2.0,3.5,0.6,0.4,0.1,1.2,0.0
77.0,29.5,9.2,3.5,8.3,1.0,2.5,1.2,2.1,0.3,2.2,4.3,1.2,0.3,2.0,1.0
80.0,28.6,10.3,4.5,9.2,0.0,0.5,1.4,1.9,2.2,4.2,1.7,1.0,1.6,1.5,1.0
79.0,26.5,11.2,4.1,8.3,0.1,0.0,2.9,3.8,2.1,5.6,1.1,1.0,2.4,1.8,1.0
61.0,28.6,14.8,5.6,13.4,1.0,3.3,2.6,3.5,0.6,2.2,2.8,0.7,0.3,1.7,1.0
70.0,10.3,4.1,1.7,3.5,0.0,0.3,0.8,0.8,0.8,1.3,0.6,0.4,0.6,0.8,1.0
82.0,27.9,11.0,4.2,8.8,0.0,0.0,2.3,3.4,3.1,4.6,1.2,0.4,0.7,2.0,1.0
68.0,10.7,4.0,1.4,3.5,0.0,0.0,1.1,1.6,0.6,1.4,0.4,0.2,0.3,0.9,1.0
43.0,14.7,4.6,1.8,3.5,0.1,0.0,1.2,1.6,1.5,2.3,0.3,0.8,0.3,0.6,0.0
55.0,8.4,2.8,1.0,2.7,0.0,0.1,0.7,1.5,0.5,1.1,0.4,0.5,0.5,0.5,0.0
36.0,8.9,2.3,0.9,1.8,0.0,0.0,0.5,0.9,0.8,0.8,0.5,0.2,0.3,0.6,1.0
42.0,27.1,7.6,3.2,8.0,0.1,0.4,1.1,1.4,1.2,3.0,2.3,0.8,0.3,1.8,1.0
79.0,20.9,8.0,3.3,7.0,0.1,0.3,1.3,2.1,1.4,2.4,2.1,1.3,0.5,1.7,1.0
81.0,24.9,12.4,5.4,11.5,0.3,0.2,1.4,2.7,1.2,1.3,2.0,0.8,0.0,1.9,1.0
80.0,21.2,9.6,3.9,8.2,0.2,0.0,1.8,2.8,1.9,3.2,1.8,0.8,0.1,1.5,1.0
38.0,12.3,6.4,2.2,3.5,0.0,0.0,2.2,2.4,1.0,2.2,0.4,0.3,0.5,0.6,1.0
81.0,22.5,7.7,3.0,6.2,0.0,0.1,1.3,2.3,2.0,3.5,1.2,0.8,0.7,1.1,1.0
77.0,21.6,8.1,3.3,7.4,0.7,2.1,1.3,1.6,0.6,2.2,1.7,1.1,0.3,1.8,1.0
35.0,5.3,1.8,0.7,1.9,0.0,0.4,0.2,0.4,0.3,0.4,0.3,0.1,0.3,0.5,1.0
78.0,29.9,11.8,4.5,12.3,1.3,3.3,1.5,2.3,0.7,2.3,2.3,0.5,0.1,1.7,0.0
44.0,6.5,2.5,1.1,1.9,0.1,0.0,0.3,0.6,0.4,1.0,0.4,0.2,0.5,0.5,1.0
68.0,25.4,10.3,4.3,8.4,0.1,0.1,2.0,2.9,1.6,3.3,1.0,0.8,0.7,1.2,1.0
24.0,10.6,4.1,1.2,4.2,0.9,1.7,0.9,1.5,0.0,0.4,1.6,0.7,0.3,1.2,0.0
82.0,38.0,22.5,8.4,16.7,0.0,0.3,5.4,8.4,3.3,8.8,3.5,0.8,0.6,2.8,1.0
75.0,16.0,7.4,2.6,5.4,0.0,0.0,1.9,2.6,1.0,2.1,1.0,0.2,0.4,1.3,1.0
79.0,19.5,7.4,2.6,4.9,0.0,0.0,1.9,2.2,1.3,2.7,1.1,0.7,0.5,1.2,1.0
80.0,14.8,6.7,2.9,5.5,0.0,0.0,0.9,1.5,1.3,2.0,0.9,0.5,1.0,1.1,1.0
38.0,7.6,1.5,0.8,1.7,0.1,0.3,0.0,0.2,0.3,0.3,1.1,0.9,0.3,0.8,0.0
36.0,15.4,5.4,2.0,5.6,0.2,0.8,1.1,1.3,0.6,1.1,3.0,0.9,0.0,1.5,0.0
19.0,10.9,2.5,1.0,3.3,0.5,2.2,0.2,0.5,0.6,1.5,0.9,0.1,0.1,0.3,1.0
70.0,20.6,6.4,2.3,5.0,0.0,0.2,1.8,2.6,2.0,2.3,0.9,0.3,0.5,1.0,1.0
80.0,31.1,13.7,4.8,11.7,0.9,2.9,3.2,4.1,0.4,3.5,4.0,1.7,0.5,3.2,0.0
38.0,12.6,5.4,1.8,4.7,0.9,2.1,0.6,0.9,0.2,1.0,0.7,0.6,0.3,0.9,0.0
82.0,23.9,9.6,3.5,7.5,0.1,0.0,2.4,2.8,0.7,0.7,4.8,0.9,0.0,1.8,1.0
57.0,8.3,4.6,1.7,4.1,0.0,0.1,1.0,0.8,0.4,0.6,0.7,0.4,0.1,0.6,1.0
77.0,15.2,5.3,2.0,4.9,0.0,0.4,1.1,1.5,0.7,1.6,1.4,0.5,0.1,0.9,1.0
47.0,4.7,2.0,0.8,1.4,0.2,0.0,0.5,0.6,0.6,0.9,0.2,0.2,0.4,0.2,1.0
11.0,10.7,2.4,0.9,1.9,0.1,0.1,0.3,0.6,1.7,1.8,0.3,0.3,0.3,0.7,0.0
81.0,21.3,7.7,2.7,5.3,0.0,0.0,2.5,3.7,2.2,4.1,0.7,0.7,1.0,1.2,1.0
68.0,10.1,3.0,1.3,2.9,0.4,0.9,0.7,0.3,0.2,0.6,1.8,0.7,0.0,0.6,1.0
75.0,15.3,6.6,2.4,5.2,0.1,0.0,1.5,2.3,1.8,2.2,0.1,0.4,1.0,0.8,1.0
58.0,12.6,4.0,1.5,3.7,0.0,0.0,0.6,1.2,1.1,1.7,0.3,0.1,1.4,0.6,0.0
77.0,31.8,13.4,5.4,11.5,0.0,0.0,2.8,3.9,2.2,5.2,1.4,0.8,0.8,2.1,1.0
18.0,6.2,2.5,0.8,2.2,0.6,1.6,0.3,0.2,0.4,0.7,0.0,0.2,0.2,0.2,0.0
38.0,12.7,3.1,1.1,3.3,0.3,1.5,0.4,0.5,0.0,0.8,1.8,0.6,0.0,0.7,0.0
82.0,16.7,6.5,2.3,5.4,0.0,0.2,1.7,2.6,0.6,1.4,3.2,1.1,0.0,1.6,1.0
60.0,9.3,2.8,1.0,2.6,0.3,1.1,0.2,0.5,0.3,0.6,2.1,0.6,0.0,0.9,1.0
79.0,21.9,10.5,4.3,8.8,0.0,0.0,1.8,2.2,1.6,2.9,0.8,0.4,0.6,1.7,0.0
82.0,19.2,7.4,3.0,6.5,0.0,0.2,1.4,2.2,0.6,1.7,4.5,1.5,0.2,2.0,1.0
76.0,36.3,16.6,5.9,13.6,0.7,2.3,4.2,5.6,2.1,5.7,4.4,1.2,1.3,3.4,1.0
33.0,17.0,3.9,1.5,4.1,0.3,0.9,0.7,0.9,0.4,1.8,2.5,0.9,0.3,1.3,0.0
64.0,4.3,0.8,0.3,0.7,0.0,0.0,0.3,0.5,0.3,0.2,0.2,0.1,0.2,0.0,0.0
82.0,30.8,10.1,4.2,8.8,0.0,0.0,1.7,2.3,0.8,2.9,2.1,1.3,0.6,2.0,0.0
82.0,18.2,7.9,3.3,6.0,0.0,0.1,1.0,2.1,2.5,4.1,0.8,0.5,0.5,1.3,1.0
66.0,32.2,12.7,4.6,11.8,1.7,4.2,1.7,2.2,0.5,2.8,3.7,0.7,0.1,2.5,1.0
68.0,10.9,2.5,1.1,2.7,0.0,0.4,0.7,0.9,0.3,0.8,1.9,0.2,0.0,1.3,1.0
82.0,19.1,6.6,2.2,4.5,0.1,0.0,1.8,3.0,2.1,3.1,1.1,0.8,0.3,1.1,1.0
79.0,29.3,10.1,4.1,8.4,0.3,0.6,1.7,2.6,1.3,3.4,2.2,1.0,1.0,2.2,1.0
56.0,16.8,6.5,2.6,5.0,0.0,0.2,1.4,1.6,1.2,2.8,0.5,0.9,0.1,1.1,0.0
67.0,13.5,4.6,2.1,4.8,0.2,0.5,0.4,0.6,1.0,1.5,1.7,0.7,0.3,0.9,0.0
72.0,17.0,5.3,2.2,4.1,0.6,1.1,1.2,1.4,0.4,1.4,1.0,0.4,0.2,0.9,1.0
53.0,11.3,2.7,1.0,2.4,0.0,0.1,0.5,0.6,0.9,1.2,0.5,0.5,0.4,0.7,1.0
80.0,36.1,17.6,6.4,14.1,2.1,4.8,2.3,2.3,0.7,3.8,6.1,1.9,0.3,3.0,1.0
82.0,30.3,9.0,3.9,8.8,0.1,0.3,1.5,2.6,1.4,3.0,6.6,1.9,0.1,2.4,0.0
40.0,5.5,2.2,0.7,1.7,0.0,0.0,0.7,1.0,0.7,0.7,0.3,0.0,0.2,0.6,0.0
52.0,13.3,2.3,0.8,2.0,0.4,1.2,0.2,0.1,0.2,1.3,0.8,0.3,0.1,0.4,0.0
40.0,6.5,3.9,1.3,2.9,0.1,0.0,1.5,1.7,0.5,0.5,0.3,0.3,0.1,0.4,1.0
62.0,12.6,3.8,1.3,3.6,0.4,0.4,0.9,1.2,0.3,0.8,1.2,0.5,0.1,0.9,0.0
49.0,6.5,4.8,1.6,3.9,0.9,2.2,0.6,0.7,0.1,0.3,1.1,0.4,0.1,1.1,0.0
59.0,8.4,2.7,0.7,3.0,0.3,1.1,0.6,0.8,0.2,0.4,1.4,0.3,0.0,0.8,0.0
11.0,13.7,4.7,1.6,3.7,0.3,1.5,1.5,1.6,0.3,0.7,0.8,0.5,0.0,0.2,0.0
62.0,21.8,8.0,2.6,6.8,0.9,2.4,1.5,2.2,1.0,2.1,1.0,0.6,1.1,1.8,0.0
38.0,11.6,3.3,1.1,3.0,0.2,0.6,0.9,1.4,0.3,0.8,1.0,0.5,0.2,0.8,0.0
57.0,9.6,3.4,1.2,2.8,0.0,0.0,0.8,1.1,1.0,1.1,0.4,0.2,0.0,0.9,1.0
41.0,8.8,2.5,1.0,2.5,0.4,0.9,0.7,0.9,0.0,0.4,1.1,0.5,0.2,0.9,0.0
79.0,24.1,9.5,3.3,7.5,0.2,0.8,2.3,3.4,1.0,2.5,1.8,0.7,0.7,1.4,1.0
75.0,10.6,4.1,1.6,2.8,0.0,0.1,1.2,1.5,0.6,1.9,0.5,0.1,0.4,0.7,1.0
56.0,18.9,5.5,2.3,4.4,0.0,0.2,1.1,1.8,1.3,3.8,2.0,0.6,1.7,1.8,1.0
74.0,20.9,8.3,3.7,6.7,0.2,0.3,0.9,1.5,1.7,2.6,0.8,1.0,0.1,0.9,1.0
38.0,8.5,3.3,1.3,3.3,0.1,0.0,0.5,0.8,0.5,1.0,0.2,0.2,0.4,0.7,0.0
64.0,14.9,3.7,1.5,3.1,0.0,0.0,0.7,0.8,0.5,1.6,1.9,1.0,0.0,1.4,0.0
45.0,9.2,3.1,1.0,2.6,0.0,0.2,1.1,1.6,0.0,0.7,2.0,0.2,0.1,1.1,1.0
82.0,38.9,14.8,5.8,11.7,0.5,2.4,3.1,4.0,1.7,2.9,3.5,1.0,0.3,1.8,1.0
60.0,15.5,8.7,3.2,6.0,0.0,0.0,2.5,3.7,1.5,2.9,0.6,0.7,1.5,1.8,1.0
52.0,15.4,4.4,1.8,3.4,0.0,0.0,1.0,1.5,1.1,2.5,0.3,0.1,0.6,0.9,1.0
79.0,17.8,8.0,2.8,7.1,0.3,1.4,1.7,2.7,1.2,1.8,1.3,0.6,0.5,1.5,1.0
77.0,16.0,4.4,1.6,4.3,0.7,2.4,0.4,0.6,0.3,1.5,0.9,0.4,0.2,0.7,0.0
55.0,14.7,3.5,1.4,3.4,0.2,1.0,0.6,0.9,0.3,1.0,3.0,0.7,0.0,1.9,0.0
32.0,11.5,3.6,1.3,3.4,0.2,0.9,0.8,0.8,0.6,0.6,1.2,0.5,0.0,0.6,1.0
40.0,9.5,4.6,2.0,3.8,0.1,0.0,1.2,1.4,1.0,1.8,0.2,0.0,0.3,0.3,1.0
68.0,15.8,4.8,2.1,4.0,0.1,0.3,0.8,1.5,1.5,2.8,0.6,0.8,0.7,0.6,1.0
70.0,29.2,9.5,3.9,10.1,0.7,2.0,1.0,1.3,1.1,2.9,1.5,1.0,0.1,1.7,1.0
75.0,17.4,4.4,1.5,3.1,0.0,0.1,1.1,1.7,1.6,2.6,0.2,0.1,1.6,0.8,1.0
74.0,20.2,8.9,3.3,7.5,1.3,3.4,0.8,1.1,0.3,2.6,1.2,0.4,0.1,0.8,1.0
69.0,14.5,3.8,1.5,2.8,0.0,0.3,0.7,1.1,1.0,1.9,0.3,0.6,0.5,0.7,1.0
50.0,13.7,5.5,2.0,4.8,0.1,0.8,1.5,2.2,0.6,1.9,0.9,0.4,0.2,1.2,0.0
82.0,34.2,15.3,5.7,12.5,0.0,0.2,3.6,4.7,3.8,5.1,0.9,1.0,1.7,1.8,1.0
42.0,11.6,5.1,1.9,3.8,0.2,0.5,1.0,1.2,0.8,1.7,0.5,0.4,0.2,0.7,1.0
51.0,9.0,2.6,1.1,2.8,0.0,0.5,0.6,0.8,0.4,0.6,0.8,0.6,0.0,0.7,0.0
24.0,9.2,2.4,0.8,2.4,0.4,1.1,0.5,0.6,0.1,0.5,1.3,0.4,0.0,0.9,0.0
45.0,10.3,3.4,1.4,3.3,0.1,0.3,0.6,0.6,0.4,0.5,1.0,0.4,0.0,0.6,1.0
58.0,11.8,3.4,1.2,2.2,0.0,0.0,0.9,1.2,0.8,1.6,0.5,0.2,0.9,0.2,0.0
82.0,27.9,8.7,3.6,7.8,1.0,2.7,1.2,1.4,1.3,2.8,0.6,0.4,0.4,1.2,1.0
81.0,20.5,8.7,3.2,7.9,0.5,1.0,1.4,1.9,1.2,2.3,1.8,0.6,0.3,1.5,1.0
54.0,9.6,3.2,1.2,2.4,0.0,0.1,0.7,1.2,1.2,1.8,0.6,0.4,0.2,0.8,1.0
82.0,26.8,14.4,5.1,9.0,0.0,0.0,4.2,5.4,3.1,6.1,1.6,0.4,0.7,2.8,1.0
23.0,15.9,4.1,1.6,3.5,0.0,0.1,0.7,1.4,1.4,2.3,0.6,0.6,0.1,0.9,0.0
31.0,10.5,3.4,1.1,3.4,0.6,2.2,0.6,1.0,0.3,1.2,0.4,0.3,0.3,0.3,0.0
51.0,8.1,2.0,1.0,2.2,0.1,0.5,0.2,0.4,0.3,0.6,1.7,0.4,0.2,0.7,1.0
63.0,8.2,3.6,1.4,3.7,0.1,0.7,0.6,1.1,0.5,0.6,0.6,0.4,0.0,0.7,0.0
57.0,10.0,3.2,1.1,2.6,0.3,0.2,1.4,2.1,1.0,1.2,0.7,0.7,0.2,1.1,1.0
57.0,9.9,3.3,1.0,2.5,0.1,0.2,1.3,2.0,1.2,1.2,0.7,0.9,0.4,1.1,0.0
42.0,17.0,7.9,3.1,5.2,0.0,0.0,1.5,2.6,2.3,2.6,0.5,0.4,0.2,0.7,1.0
55.0,7.6,2.7,1.4,2.7,0.1,0.1,0.4,0.5,0.3,0.7,1.0,0.3,0.1,0.5,1.0
48.0,29.3,13.2,4.9,10.7,0.0,0.7,3.2,3.8,2.5,4.8,1.3,0.7,0.6,1.7,1.0
81.0,30.5,14.9,6.4,12.4,0.0,0.0,2.5,5.0,2.1,6.6,2.9,1.3,0.5,3.6,1.0
65.0,36.2,17.0,7.2,14.5,0.0,0.0,2.9,4.3,2.5,5.5,2.4,0.6,0.1,2.4,1.0
49.0,11.9,5.2,2.4,5.0,0.1,0.3,0.8,1.1,0.2,0.5,1.1,0.2,0.1,1.1,0.0
82.0,36.0,18.7,7.9,16.6,0.6,1.8,2.7,3.5,2.0,6.3,3.8,1.0,0.0,2.6,1.0
67.0,18.1,6.9,2.6,6.3,0.4,1.1,1.4,1.7,0.4,1.4,3.0,0.5,0.0,1.7,1.0
78.0,21.2,5.3,2.0,4.9,0.0,0.1,0.9,1.4,0.8,2.0,1.4,0.8,0.2,0.8,1.0
41.0,8.3,2.9,1.3,2.7,0.0,0.1,0.7,1.0,0.7,0.6,1.2,0.3,0.0,0.6,0.0
42.0,6.8,3.6,1.6,3.7,0.1,0.2,0.6,0.6,0.3,0.3,1.1,0.4,0.1,0.7,1.0
78.0,17.1,7.1,2.7,6.5,0.7,1.9,0.8,0.9,0.1,0.9,2.9,0.6,0.1,1.0,1.0
62.0,9.8,4.2,1.8,3.2,0.0,0.1,0.7,1.0,0.9,1.2,0.4,0.3,0.5,0.6,1.0
76.0,27.7,13.7,4.6,11.4,1.3,3.8,2.8,3.3,0.4,2.2,2.5,0.4,0.2,2.1,0.0
57.0,8.5,2.4,0.8,1.7,0.1,0.0,0.9,1.3,0.9,1.4,0.2,0.2,0.0,0.4,1.0
51.0,8.5,2.0,0.7,1.8,0.0,0.0,0.5,0.6,0.6,1.2,0.3,0.1,0.0,0.3,0.0
33.0,7.8,3.7,1.5,3.0,0.0,0.2,0.8,0.9,0.4,0.6,0.5,0.3,0.1,0.6,0.0
82.0,27.4,7.1,3.1,6.9,0.1,0.1,0.7,1.4,1.3,1.5,6.4,2.1,0.3,2.2,1.0
12.0,15.4,4.6,1.6,4.4,0.7,2.6,0.7,1.0,0.2,2.5,1.1,0.9,0.3,0.7,0.0
65.0,21.5,9.5,3.7,8.8,0.4,0.8,1.8,2.3,0.7,1.6,1.0,0.8,0.2,1.2,0.0
70.0,34.4,16.7,6.2,15.0,0.8,2.9,3.8,5.2,1.3,4.7,6.4,1.7,0.5,3.5,0.0
